generation,phase,state_id,mode_action,mode_count,population_size,agreement
10,before,122,2,20,20,1.0
10,before,123,1,19,20,0.95
10,before,124,2,20,20,1.0
10,before,125,1,18,20,0.9
10,before,126,2,20,20,1.0
10,before,127,1,18,20,0.9
10,before,128,2,20,20,1.0
10,before,129,1,17,20,0.85
10,before,130,2,20,20,1.0
11,after,0,2,19,20,0.95
11,after,1,1,20,20,1.0
11,after,2,1,19,20,0.95
11,after,3,2,20,20,1.0
11,after,4,2,20,20,1.0
11,after,5,1,12,20,0.6
11,after,6,2,20,20,1.0
11,after,7,1,13,20,0.65
11,after,8,2,18,20,0.9
11,after,9,0,15,20,0.75
11,after,10,2,14,20,0.7
11,after,11,1,19,20,0.95
11,after,12,2,20,20,1.0
11,after,13,2,12,20,0.6
11,after,14,2,20,20,1.0
11,after,15,1,20,20,1.0
11,after,16,2,17,20,0.85
11,after,17,1,20,20,1.0
11,after,18,2,17,20,0.85
11,after,19,1,20,20,1.0
11,after,20,2,10,20,0.5
11,after,21,1,17,20,0.85
11,after,22,2,20,20,1.0
11,after,23,2,20,20,1.0
11,after,24,1,20,20,1.0
11,after,25,2,10,20,0.5
11,after,26,2,20,20,1.0
11,after,27,2,20,20,1.0
11,after,28,2,13,20,0.65
11,after,29,1,20,20,1.0
11,after,30,2,20,20,1.0
11,after,31,2,20,20,1.0
11,after,32,2,20,20,1.0
11,after,33,1,15,20,0.75
11,after,34,2,20,20,1.0
11,after,35,1,12,20,0.6
11,after,36,1,19,20,0.95
11,after,37,1,18,20,0.9
11,after,38,2,20,20,1.0
11,after,39,2,20,20,1.0
11,after,40,1,20,20,1.0
11,after,41,2,11,20,0.55
11,after,42,2,19,20,0.95
11,after,43,2,20,20,1.0
11,after,44,2,19,20,0.95
11,after,45,1,20,20,1.0
11,after,46,2,19,20,0.95
11,after,47,2,15,20,0.75
11,after,48,2,20,20,1.0
11,after,49,2,20,20,1.0
11,after,50,2,20,20,1.0
11,after,51,1,15,20,0.75
11,after,52,1,13,20,0.65
11,after,53,2,20,20,1.0
11,after,54,2,20,20,1.0
11,after,55,1,15,20,0.75
11,after,56,1,20,20,1.0
11,after,57,2,16,20,0.8
11,after,58,2,20,20,1.0
11,after,59,1,19,20,0.95
11,after,60,1,20,20,1.0
11,after,61,1,13,20,0.65
11,after,62,1,15,20,0.75
11,after,63,1,18,20,0.9
11,after,64,2,12,20,0.6
11,after,65,1,20,20,1.0
11,after,66,2,17,20,0.85
11,after,67,2,20,20,1.0
11,after,68,2,20,20,1.0
11,after,69,2,19,20,0.95
11,after,70,1,12,20,0.6
11,after,71,2,14,20,0.7
11,after,72,2,20,20,1.0
11,after,73,2,20,20,1.0
11,after,74,2,20,20,1.0
11,after,75,2,20,20,1.0
11,after,76,2,18,20,0.9
11,after,77,2,20,20,1.0
11,after,78,1,20,20,1.0
11,after,79,2,20,20,1.0
11,after,80,2,19,20,0.95
11,after,81,1,20,20,1.0
11,after,82,2,20,20,1.0
11,after,83,1,19,20,0.95
11,after,84,1,20,20,1.0
11,after,85,2,20,20,1.0
11,after,86,1,20,20,1.0
11,after,87,1,20,20,1.0
11,after,88,2,19,20,0.95
11,after,89,2,14,20,0.7
11,after,90,2,20,20,1.0
11,after,91,2,20,20,1.0
11,after,92,2,19,20,0.95
11,after,93,1,12,20,0.6
11,after,94,1,20,20,1.0
11,after,95,2,18,20,0.9
11,after,96,0,10,20,0.5
11,after,97,2,15,20,0.75
11,after,98,1,13,20,0.65
11,after,99,2,20,20,1.0
11,after,100,2,20,20,1.0
11,after,101,2,16,20,0.8
11,after,102,2,20,20,1.0
11,after,103,2,20,20,1.0
11,after,104,2,20,20,1.0
11,after,105,1,18,20,0.9
11,after,106,2,20,20,1.0
11,after,107,2,20,20,1.0
11,after,108,2,20,20,1.0
11,after,109,2,18,20,0.9
11,after,110,1,14,20,0.7
11,after,111,1,18,20,0.9
11,after,112,2,11,20,0.55
11,after,113,2,20,20,1.0
11,after,114,2,20,20,1.0
11,after,115,1,20,20,1.0
11,after,116,2,20,20,1.0
11,after,117,2,20,20,1.0
11,after,118,2,19,20,0.95
11,after,119,2,20,20,1.0
11,after,120,2,18,20,0.9
11,after,121,2,19,20,0.95
11,after,122,2,20,20,1.0
11,after,123,1,18,20,0.9
11,after,124,2,20,20,1.0
11,after,125,1,16,20,0.8
11,after,126,2,20,20,1.0
11,after,127,1,15,20,0.75
11,after,128,2,20,20,1.0
11,after,129,1,18,20,0.9
11,after,130,2,19,20,0.95
11,before,0,2,17,20,0.85
11,before,1,1,20,20,1.0
11,before,2,1,20,20,1.0
11,before,3,2,20,20,1.0
11,before,4,2,20,20,1.0
11,before,5,1,11,20,0.55
11,before,6,2,20,20,1.0
11,before,7,1,15,20,0.75
11,before,8,2,20,20,1.0
11,before,9,0,18,20,0.9
11,before,10,2,11,20,0.55
11,before,11,1,19,20,0.95
11,before,12,2,20,20,1.0
11,before,13,2,16,20,0.8
11,before,14,2,20,20,1.0
11,before,15,1,20,20,1.0
11,before,16,2,20,20,1.0
11,before,17,1,20,20,1.0
11,before,18,2,20,20,1.0
11,before,19,1,20,20,1.0
11,before,20,1,14,20,0.7
11,before,21,1,13,20,0.65
11,before,22,2,20,20,1.0
11,before,23,2,20,20,1.0
11,before,24,1,20,20,1.0
11,before,25,2,12,20,0.6
11,before,26,2,20,20,1.0
11,before,27,2,20,20,1.0
11,before,28,2,17,20,0.85
11,before,29,1,20,20,1.0
11,before,30,2,20,20,1.0
11,before,31,2,20,20,1.0
11,before,32,2,20,20,1.0
11,before,33,1,14,20,0.7
11,before,34,2,20,20,1.0
11,before,35,1,15,20,0.75
11,before,36,1,18,20,0.9
11,before,37,1,20,20,1.0
11,before,38,2,20,20,1.0
11,before,39,2,20,20,1.0
11,before,40,1,20,20,1.0
11,before,41,2,13,20,0.65
11,before,42,2,20,20,1.0
11,before,43,2,20,20,1.0
11,before,44,2,19,20,0.95
11,before,45,1,20,20,1.0
11,before,46,2,20,20,1.0
11,before,47,2,17,20,0.85
11,before,48,2,20,20,1.0
11,before,49,2,20,20,1.0
11,before,50,2,20,20,1.0
11,before,51,1,11,20,0.55
11,before,52,1,10,20,0.5
11,before,53,2,20,20,1.0
11,before,54,2,20,20,1.0
11,before,55,1,11,20,0.55
11,before,56,1,20,20,1.0
11,before,57,2,16,20,0.8
11,before,58,2,20,20,1.0
11,before,59,1,20,20,1.0
11,before,60,1,20,20,1.0
11,before,61,2,11,20,0.55
11,before,62,1,18,20,0.9
11,before,63,1,20,20,1.0
11,before,64,2,13,20,0.65
11,before,65,1,20,20,1.0
11,before,66,2,19,20,0.95
11,before,67,2,20,20,1.0
11,before,68,2,18,20,0.9
11,before,69,2,20,20,1.0
11,before,70,2,17,20,0.85
11,before,71,2,18,20,0.9
11,before,72,2,20,20,1.0
11,before,73,2,20,20,1.0
11,before,74,2,20,20,1.0
11,before,75,2,20,20,1.0
11,before,76,2,17,20,0.85
11,before,77,2,20,20,1.0
11,before,78,1,20,20,1.0
11,before,79,2,20,20,1.0
11,before,80,2,20,20,1.0
11,before,81,1,20,20,1.0
11,before,82,2,20,20,1.0
11,before,83,1,20,20,1.0
11,before,84,1,20,20,1.0
11,before,85,2,20,20,1.0
11,before,86,1,20,20,1.0
11,before,87,1,20,20,1.0
11,before,88,2,20,20,1.0
11,before,89,2,12,20,0.6
11,before,90,2,20,20,1.0
11,before,91,2,20,20,1.0
11,before,92,2,20,20,1.0
11,before,93,1,20,20,1.0
11,before,94,1,20,20,1.0
11,before,95,2,17,20,0.85
11,before,96,0,11,20,0.55
11,before,97,2,16,20,0.8
11,before,98,1,11,20,0.55
11,before,99,2,20,20,1.0
11,before,100,2,20,20,1.0
11,before,101,2,16,20,0.8
11,before,102,2,20,20,1.0
11,before,103,2,20,20,1.0
11,before,104,2,20,20,1.0
11,before,105,1,16,20,0.8
11,before,106,2,20,20,1.0
11,before,107,2,17,20,0.85
11,before,108,2,20,20,1.0
11,before,109,2,19,20,0.95
11,before,110,1,15,20,0.75
11,before,111,1,20,20,1.0
11,before,112,2,14,20,0.7
11,before,113,2,20,20,1.0
11,before,114,2,20,20,1.0
11,before,115,1,20,20,1.0
11,before,116,2,20,20,1.0
11,before,117,2,20,20,1.0
11,before,118,2,20,20,1.0
11,before,119,2,20,20,1.0
11,before,120,2,18,20,0.9
11,before,121,2,20,20,1.0
11,before,122,2,20,20,1.0
11,before,123,1,20,20,1.0
11,before,124,2,20,20,1.0
11,before,125,1,18,20,0.9
11,before,126,2,20,20,1.0
11,before,127,1,12,20,0.6
11,before,128,2,20,20,1.0
11,before,129,1,20,20,1.0
11,before,130,2,20,20,1.0
12,after,0,2,18,20,0.9
12,after,1,1,19,20,0.95
12,after,2,1,19,20,0.95
12,after,3,2,20,20,1.0
12,after,4,2,20,20,1.0
12,after,5,1,15,20,0.75
12,after,6,2,20,20,1.0
12,after,7,1,16,20,0.8
12,after,8,2,19,20,0.95
12,after,9,0,16,20,0.8
12,after,10,2,12,20,0.6
12,after,11,1,20,20,1.0
12,after,12,2,20,20,1.0
12,after,13,2,13,20,0.65
12,after,14,2,20,20,1.0
12,after,15,1,19,20,0.95
12,after,16,2,19,20,0.95
12,after,17,1,19,20,0.95
12,after,18,2,19,20,0.95
12,after,19,1,20,20,1.0
12,after,20,1,11,20,0.55
12,after,21,1,11,20,0.55
12,after,22,2,20,20,1.0
12,after,23,2,20,20,1.0
12,after,24,1,19,20,0.95
12,after,25,2,13,20,0.65
12,after,26,2,20,20,1.0
12,after,27,2,20,20,1.0
12,after,28,2,14,20,0.7
12,after,29,1,19,20,0.95
12,after,30,2,20,20,1.0
12,after,31,2,20,20,1.0
12,after,32,2,20,20,1.0
12,after,33,1,12,20,0.6
12,after,34,2,20,20,1.0
12,after,35,0,13,20,0.65
12,after,36,1,16,20,0.8
12,after,37,1,16,20,0.8
12,after,38,2,20,20,1.0
12,after,39,2,20,20,1.0
12,after,40,1,19,20,0.95
12,after,41,2,12,20,0.6
12,after,42,2,19,20,0.95
12,after,43,2,18,20,0.9
12,after,44,2,20,20,1.0
12,after,45,1,20,20,1.0
12,after,46,2,20,20,1.0
12,after,47,2,13,20,0.65
12,after,48,2,20,20,1.0
12,after,49,2,20,20,1.0
12,after,50,2,18,20,0.9
12,after,51,1,12,20,0.6
12,after,52,1,11,20,0.55
12,after,53,2,20,20,1.0
12,after,54,2,20,20,1.0
12,after,55,1,11,20,0.55
12,after,56,1,19,20,0.95
12,after,57,2,16,20,0.8
12,after,58,2,19,20,0.95
12,after,59,1,18,20,0.9
12,after,60,1,20,20,1.0
12,after,61,2,10,20,0.5
12,after,62,1,18,20,0.9
12,after,63,1,18,20,0.9
12,after,64,2,11,20,0.55
12,after,65,1,20,20,1.0
12,after,66,2,16,20,0.8
12,after,67,2,18,20,0.9
12,after,68,2,20,20,1.0
12,after,69,2,19,20,0.95
12,after,70,1,17,20,0.85
12,after,71,2,10,20,0.5
12,after,72,2,17,20,0.85
12,after,73,2,20,20,1.0
12,after,74,2,20,20,1.0
12,after,75,2,20,20,1.0
12,after,76,2,16,20,0.8
12,after,77,2,19,20,0.95
12,after,78,1,19,20,0.95
12,after,79,2,20,20,1.0
12,after,80,2,19,20,0.95
12,after,81,1,19,20,0.95
12,after,82,2,20,20,1.0
12,after,83,1,19,20,0.95
12,after,84,1,20,20,1.0
12,after,85,2,20,20,1.0
12,after,86,1,19,20,0.95
12,after,87,1,20,20,1.0
12,after,88,2,19,20,0.95
12,after,89,2,12,20,0.6
12,after,90,2,17,20,0.85
12,after,91,2,20,20,1.0
12,after,92,2,18,20,0.9
12,after,93,1,11,20,0.55
12,after,94,1,19,20,0.95
12,after,95,2,16,20,0.8
12,after,96,0,13,20,0.65
12,after,97,2,14,20,0.7
12,after,98,1,14,20,0.7
12,after,99,2,19,20,0.95
12,after,100,2,20,20,1.0
12,after,101,2,14,20,0.7
12,after,102,2,20,20,1.0
12,after,103,2,18,20,0.9
12,after,104,2,20,20,1.0
12,after,105,1,19,20,0.95
12,after,106,2,20,20,1.0
12,after,107,2,20,20,1.0
12,after,108,2,20,20,1.0
12,after,109,2,19,20,0.95
12,after,110,1,17,20,0.85
12,after,111,1,18,20,0.9
12,after,112,1,10,20,0.5
12,after,113,2,18,20,0.9
12,after,114,2,20,20,1.0
12,after,115,1,19,20,0.95
12,after,116,2,20,20,1.0
12,after,117,2,20,20,1.0
12,after,118,2,20,20,1.0
12,after,119,2,20,20,1.0
12,after,120,2,18,20,0.9
12,after,121,2,19,20,0.95
12,after,122,2,20,20,1.0
12,after,123,1,19,20,0.95
12,after,124,2,20,20,1.0
12,after,125,1,17,20,0.85
12,after,126,2,20,20,1.0
12,after,127,1,11,20,0.55
12,after,128,2,20,20,1.0
12,after,129,1,17,20,0.85
12,after,130,2,20,20,1.0
12,before,0,2,20,20,1.0
12,before,1,1,20,20,1.0
12,before,2,1,20,20,1.0
12,before,3,2,20,20,1.0
12,before,4,2,20,20,1.0
12,before,5,2,14,20,0.7
12,before,6,2,20,20,1.0
12,before,7,1,14,20,0.7
12,before,8,2,19,20,0.95
12,before,9,0,10,20,0.5
12,before,10,2,19,20,0.95
12,before,11,1,19,20,0.95
12,before,12,2,20,20,1.0
12,before,13,2,13,20,0.65
12,before,14,2,20,20,1.0
12,before,15,1,20,20,1.0
12,before,16,2,20,20,1.0
12,before,17,1,20,20,1.0
12,before,18,2,19,20,0.95
12,before,19,1,20,20,1.0
12,before,20,2,12,20,0.6
12,before,21,1,16,20,0.8
12,before,22,2,20,20,1.0
12,before,23,2,20,20,1.0
12,before,24,1,20,20,1.0
12,before,25,2,12,20,0.6
12,before,26,2,20,20,1.0
12,before,27,2,20,20,1.0
12,before,28,2,16,20,0.8
12,before,29,1,20,20,1.0
12,before,30,2,20,20,1.0
12,before,31,2,20,20,1.0
12,before,32,2,20,20,1.0
12,before,33,1,11,20,0.55
12,before,34,2,20,20,1.0
12,before,35,0,12,20,0.6
12,before,36,1,20,20,1.0
12,before,37,1,20,20,1.0
12,before,38,2,20,20,1.0
12,before,39,2,20,20,1.0
12,before,40,1,20,20,1.0
12,before,41,2,16,20,0.8
12,before,42,2,19,20,0.95
12,before,43,2,20,20,1.0
12,before,44,2,20,20,1.0
12,before,45,1,20,20,1.0
12,before,46,2,20,20,1.0
12,before,47,2,13,20,0.65
12,before,48,2,20,20,1.0
12,before,49,2,20,20,1.0
12,before,50,2,20,20,1.0
12,before,51,1,19,20,0.95
12,before,52,1,11,20,0.55
12,before,53,2,20,20,1.0
12,before,54,2,20,20,1.0
12,before,55,1,14,20,0.7
12,before,56,1,20,20,1.0
12,before,57,2,16,20,0.8
12,before,58,2,20,20,1.0
12,before,59,1,20,20,1.0
12,before,60,1,20,20,1.0
12,before,61,1,14,20,0.7
12,before,62,2,14,20,0.7
12,before,63,1,18,20,0.9
12,before,64,2,12,20,0.6
12,before,65,1,20,20,1.0
12,before,66,2,18,20,0.9
12,before,67,2,20,20,1.0
12,before,68,2,20,20,1.0
12,before,69,2,20,20,1.0
12,before,70,1,11,20,0.55
12,before,71,2,16,20,0.8
12,before,72,2,20,20,1.0
12,before,73,2,20,20,1.0
12,before,74,2,20,20,1.0
12,before,75,2,20,20,1.0
12,before,76,2,15,20,0.75
12,before,77,2,20,20,1.0
12,before,78,1,20,20,1.0
12,before,79,2,20,20,1.0
12,before,80,2,20,20,1.0
12,before,81,1,20,20,1.0
12,before,82,2,20,20,1.0
12,before,83,1,20,20,1.0
12,before,84,1,20,20,1.0
12,before,85,2,20,20,1.0
12,before,86,1,20,20,1.0
12,before,87,1,20,20,1.0
12,before,88,2,20,20,1.0
12,before,89,2,12,20,0.6
12,before,90,2,20,20,1.0
12,before,91,2,20,20,1.0
12,before,92,2,16,20,0.8
12,before,93,1,13,20,0.65
12,before,94,1,20,20,1.0
12,before,95,2,16,20,0.8
12,before,96,0,12,20,0.6
12,before,97,1,11,20,0.55
12,before,98,1,10,20,0.5
12,before,99,2,20,20,1.0
12,before,100,2,20,20,1.0
12,before,101,2,13,20,0.65
12,before,102,2,20,20,1.0
12,before,103,2,20,20,1.0
12,before,104,2,20,20,1.0
12,before,105,1,18,20,0.9
12,before,106,2,20,20,1.0
12,before,107,2,20,20,1.0
12,before,108,2,20,20,1.0
12,before,109,2,18,20,0.9
12,before,110,2,14,20,0.7
12,before,111,1,18,20,0.9
12,before,112,2,12,20,0.6
12,before,113,2,19,20,0.95
12,before,114,2,20,20,1.0
12,before,115,1,20,20,1.0
12,before,116,2,20,20,1.0
12,before,117,2,20,20,1.0
12,before,118,2,20,20,1.0
12,before,119,2,20,20,1.0
12,before,120,2,20,20,1.0
12,before,121,2,19,20,0.95
12,before,122,2,20,20,1.0
12,before,123,1,19,20,0.95
12,before,124,2,20,20,1.0
12,before,125,1,13,20,0.65
12,before,126,2,20,20,1.0
12,before,127,1,14,20,0.7
12,before,128,2,20,20,1.0
12,before,129,1,19,20,0.95
12,before,130,2,20,20,1.0
13,after,0,2,18,20,0.9
13,after,1,1,20,20,1.0
13,after,2,1,20,20,1.0
13,after,3,2,20,20,1.0
13,after,4,2,20,20,1.0
13,after,5,1,13,20,0.65
13,after,6,2,20,20,1.0
13,after,7,1,13,20,0.65
13,after,8,2,19,20,0.95
13,after,9,0,18,20,0.9
13,after,10,2,15,20,0.75
13,after,11,1,18,20,0.9
13,after,12,2,20,20,1.0
13,after,13,2,13,20,0.65
13,after,14,2,20,20,1.0
13,after,15,1,20,20,1.0
13,after,16,2,20,20,1.0
13,after,17,1,19,20,0.95
13,after,18,2,17,20,0.85
13,after,19,1,20,20,1.0
13,after,20,1,10,20,0.5
13,after,21,1,15,20,0.75
13,after,22,2,20,20,1.0
13,after,23,2,20,20,1.0
13,after,24,1,20,20,1.0
13,after,25,2,13,20,0.65
13,after,26,2,20,20,1.0
13,after,27,2,20,20,1.0
13,after,28,2,13,20,0.65
13,after,29,1,19,20,0.95
13,after,30,2,20,20,1.0
13,after,31,2,20,20,1.0
13,after,32,2,20,20,1.0
13,after,33,2,12,20,0.6
13,after,34,2,20,20,1.0
13,after,35,0,15,20,0.75
13,after,36,1,17,20,0.85
13,after,37,1,14,20,0.7
13,after,38,2,20,20,1.0
13,after,39,2,20,20,1.0
13,after,40,1,20,20,1.0
13,after,41,2,14,20,0.7
13,after,42,2,20,20,1.0
13,after,43,2,19,20,0.95
13,after,44,2,20,20,1.0
13,after,45,1,20,20,1.0
13,after,46,2,20,20,1.0
13,after,47,2,15,20,0.75
13,after,48,2,20,20,1.0
13,after,49,2,20,20,1.0
13,after,50,2,20,20,1.0
13,after,51,1,16,20,0.8
13,after,52,1,15,20,0.75
13,after,53,2,20,20,1.0
13,after,54,2,20,20,1.0
13,after,55,1,14,20,0.7
13,after,56,1,20,20,1.0
13,after,57,2,15,20,0.75
13,after,58,2,18,20,0.9
13,after,59,1,20,20,1.0
13,after,60,1,20,20,1.0
13,after,61,1,11,20,0.55
13,after,62,1,20,20,1.0
13,after,63,1,19,20,0.95
13,after,64,2,12,20,0.6
13,after,65,1,20,20,1.0
13,after,66,2,18,20,0.9
13,after,67,2,20,20,1.0
13,after,68,2,19,20,0.95
13,after,69,2,20,20,1.0
13,after,70,1,15,20,0.75
13,after,71,2,11,20,0.55
13,after,72,2,18,20,0.9
13,after,73,2,20,20,1.0
13,after,74,2,20,20,1.0
13,after,75,2,19,20,0.95
13,after,76,2,16,20,0.8
13,after,77,2,20,20,1.0
13,after,78,1,20,20,1.0
13,after,79,2,20,20,1.0
13,after,80,2,20,20,1.0
13,after,81,1,20,20,1.0
13,after,82,2,19,20,0.95
13,after,83,1,19,20,0.95
13,after,84,1,20,20,1.0
13,after,85,2,20,20,1.0
13,after,86,1,20,20,1.0
13,after,87,1,20,20,1.0
13,after,88,2,20,20,1.0
13,after,89,2,15,20,0.75
13,after,90,2,20,20,1.0
13,after,91,2,20,20,1.0
13,after,92,2,18,20,0.9
13,after,93,1,10,20,0.5
13,after,94,1,19,20,0.95
13,after,95,2,19,20,0.95
13,after,96,0,15,20,0.75
13,after,97,2,13,20,0.65
13,after,98,1,11,20,0.55
13,after,99,2,20,20,1.0
13,after,100,2,20,20,1.0
13,after,101,2,17,20,0.85
13,after,102,2,20,20,1.0
13,after,103,2,20,20,1.0
13,after,104,2,20,20,1.0
13,after,105,1,19,20,0.95
13,after,106,2,20,20,1.0
13,after,107,2,19,20,0.95
13,after,108,2,20,20,1.0
13,after,109,2,20,20,1.0
13,after,110,1,20,20,1.0
13,after,111,1,18,20,0.9
13,after,112,2,11,20,0.55
13,after,113,2,20,20,1.0
13,after,114,2,20,20,1.0
13,after,115,1,19,20,0.95
13,after,116,2,20,20,1.0
13,after,117,2,20,20,1.0
13,after,118,2,18,20,0.9
13,after,119,2,20,20,1.0
13,after,120,2,18,20,0.9
13,after,121,2,20,20,1.0
13,after,122,2,20,20,1.0
13,after,123,1,15,20,0.75
13,after,124,2,20,20,1.0
13,after,125,1,17,20,0.85
13,after,126,2,20,20,1.0
13,after,127,1,11,20,0.55
13,after,128,2,20,20,1.0
13,after,129,1,19,20,0.95
13,after,130,2,20,20,1.0
13,before,0,2,18,20,0.9
13,before,1,1,18,20,0.9
13,before,2,1,20,20,1.0
13,before,3,2,20,20,1.0
13,before,4,2,20,20,1.0
13,before,5,2,12,20,0.6
13,before,6,2,20,20,1.0
13,before,7,1,14,20,0.7
13,before,8,2,20,20,1.0
13,before,9,0,19,20,0.95
13,before,10,2,17,20,0.85
13,before,11,1,20,20,1.0
13,before,12,2,20,20,1.0
13,before,13,2,10,20,0.5
13,before,14,2,20,20,1.0
13,before,15,1,19,20,0.95
13,before,16,2,20,20,1.0
13,before,17,1,19,20,0.95
13,before,18,2,16,20,0.8
13,before,19,1,20,20,1.0
13,before,20,2,15,20,0.75
13,before,21,1,15,20,0.75
13,before,22,2,20,20,1.0
13,before,23,2,20,20,1.0
13,before,24,1,20,20,1.0
13,before,25,2,16,20,0.8
13,before,26,2,20,20,1.0
13,before,27,2,20,20,1.0
13,before,28,2,16,20,0.8
13,before,29,1,19,20,0.95
13,before,30,2,20,20,1.0
13,before,31,2,20,20,1.0
13,before,32,2,20,20,1.0
13,before,33,1,10,20,0.5
13,before,34,2,20,20,1.0
13,before,35,0,16,20,0.8
13,before,36,1,17,20,0.85
13,before,37,1,18,20,0.9
13,before,38,2,20,20,1.0
13,before,39,2,20,20,1.0
13,before,40,1,20,20,1.0
13,before,41,2,14,20,0.7
13,before,42,2,20,20,1.0
13,before,43,2,19,20,0.95
13,before,44,2,18,20,0.9
13,before,45,1,20,20,1.0
13,before,46,2,20,20,1.0
13,before,47,2,13,20,0.65
13,before,48,2,20,20,1.0
13,before,49,2,20,20,1.0
13,before,50,2,20,20,1.0
13,before,51,1,15,20,0.75
13,before,52,1,17,20,0.85
13,before,53,2,20,20,1.0
13,before,54,2,20,20,1.0
13,before,55,1,15,20,0.75
13,before,56,1,19,20,0.95
13,before,57,2,15,20,0.75
13,before,58,2,20,20,1.0
13,before,59,1,18,20,0.9
13,before,60,1,20,20,1.0
13,before,61,1,11,20,0.55
13,before,62,1,12,20,0.6
13,before,63,1,20,20,1.0
13,before,64,2,10,20,0.5
13,before,65,1,20,20,1.0
13,before,66,2,19,20,0.95
13,before,67,2,20,20,1.0
13,before,68,2,18,20,0.9
13,before,69,2,20,20,1.0
13,before,70,1,16,20,0.8
13,before,71,1,11,20,0.55
13,before,72,2,18,20,0.9
13,before,73,2,20,20,1.0
13,before,74,2,20,20,1.0
13,before,75,2,20,20,1.0
13,before,76,2,12,20,0.6
13,before,77,2,20,20,1.0
13,before,78,1,18,20,0.9
13,before,79,2,20,20,1.0
13,before,80,2,20,20,1.0
13,before,81,1,19,20,0.95
13,before,82,2,20,20,1.0
13,before,83,1,19,20,0.95
13,before,84,1,20,20,1.0
13,before,85,2,20,20,1.0
13,before,86,1,18,20,0.9
13,before,87,1,20,20,1.0
13,before,88,2,20,20,1.0
13,before,89,2,16,20,0.8
13,before,90,2,20,20,1.0
13,before,91,2,20,20,1.0
13,before,92,2,18,20,0.9
13,before,93,1,10,20,0.5
13,before,94,1,19,20,0.95
13,before,95,2,17,20,0.85
13,before,96,0,16,20,0.8
13,before,97,2,15,20,0.75
13,before,98,1,15,20,0.75
13,before,99,2,20,20,1.0
13,before,100,2,20,20,1.0
13,before,101,2,16,20,0.8
13,before,102,2,20,20,1.0
13,before,103,2,20,20,1.0
13,before,104,2,20,20,1.0
13,before,105,1,17,20,0.85
13,before,106,2,20,20,1.0
13,before,107,2,18,20,0.9
13,before,108,2,20,20,1.0
13,before,109,2,19,20,0.95
13,before,110,1,10,20,0.5
13,before,111,1,20,20,1.0
13,before,112,1,10,20,0.5
13,before,113,2,20,20,1.0
13,before,114,2,20,20,1.0
13,before,115,1,19,20,0.95
13,before,116,2,20,20,1.0
13,before,117,2,20,20,1.0
13,before,118,2,20,20,1.0
13,before,119,2,20,20,1.0
13,before,120,2,15,20,0.75
13,before,121,2,20,20,1.0
13,before,122,2,20,20,1.0
13,before,123,1,14,20,0.7
13,before,124,2,20,20,1.0
13,before,125,1,14,20,0.7
13,before,126,2,20,20,1.0
13,before,127,1,12,20,0.6
13,before,128,2,20,20,1.0
13,before,129,1,19,20,0.95
13,before,130,2,20,20,1.0
14,after,0,2,19,20,0.95
14,after,1,1,20,20,1.0
14,after,2,1,20,20,1.0
14,after,3,2,19,20,0.95
14,after,4,2,19,20,0.95
14,after,5,1,17,20,0.85
14,after,6,2,20,20,1.0
14,after,7,1,12,20,0.6
14,after,8,2,20,20,1.0
14,after,9,0,17,20,0.85
14,after,10,2,16,20,0.8
14,after,11,1,17,20,0.85
14,after,12,2,20,20,1.0
14,after,13,2,17,20,0.85
14,after,14,2,20,20,1.0
14,after,15,1,20,20,1.0
14,after,16,2,19,20,0.95
14,after,17,1,19,20,0.95
14,after,18,2,19,20,0.95
14,after,19,1,20,20,1.0
14,after,20,2,14,20,0.7
14,after,21,1,12,20,0.6
14,after,22,2,20,20,1.0
14,after,23,2,20,20,1.0
14,after,24,1,20,20,1.0
14,after,25,2,15,20,0.75
14,after,26,2,20,20,1.0
14,after,27,2,20,20,1.0
14,after,28,2,14,20,0.7
14,after,29,1,16,20,0.8
14,after,30,2,20,20,1.0
14,after,31,2,20,20,1.0
14,after,32,2,20,20,1.0
14,after,33,2,13,20,0.65
14,after,34,2,20,20,1.0
14,after,35,0,15,20,0.75
14,after,36,1,17,20,0.85
14,after,37,1,12,20,0.6
14,after,38,2,20,20,1.0
14,after,39,2,20,20,1.0
14,after,40,1,20,20,1.0
14,after,41,2,14,20,0.7
14,after,42,2,20,20,1.0
14,after,43,2,18,20,0.9
14,after,44,2,19,20,0.95
14,after,45,1,20,20,1.0
14,after,46,2,19,20,0.95
14,after,47,2,18,20,0.9
14,after,48,2,20,20,1.0
14,after,49,2,20,20,1.0
14,after,50,2,20,20,1.0
14,after,51,1,12,20,0.6
14,after,52,1,14,20,0.7
14,after,53,2,20,20,1.0
14,after,54,2,20,20,1.0
14,after,55,1,13,20,0.65
14,after,56,1,20,20,1.0
14,after,57,2,17,20,0.85
14,after,58,2,16,20,0.8
14,after,59,1,20,20,1.0
14,after,60,1,20,20,1.0
14,after,61,2,12,20,0.6
14,after,62,1,20,20,1.0
14,after,63,1,18,20,0.9
14,after,64,2,15,20,0.75
14,after,65,1,20,20,1.0
14,after,66,2,19,20,0.95
14,after,67,2,20,20,1.0
14,after,68,2,19,20,0.95
14,after,69,2,20,20,1.0
14,after,70,1,13,20,0.65
14,after,71,2,11,20,0.55
14,after,72,2,16,20,0.8
14,after,73,2,20,20,1.0
14,after,74,2,20,20,1.0
14,after,75,2,20,20,1.0
14,after,76,2,17,20,0.85
14,after,77,2,20,20,1.0
